Occupation,Total,16-19,20-24,25-34,35-44,45-54,55-64,65<=,Median age,Year,Major Group,Minor Group,Broad Group,Detailed Occupation
broadcast announcers and radio disc jockeys,59.0,2.0,5.0,15.0,14.0,11.0,8.0,5.0,40.5,2016,27-0000,27-3000,27-3010,-
broadcast announcers and radio disc jockeys,59.0,2.0,5.0,15.0,14.0,11.0,8.0,5.0,40.5,2016,27-0000,27-3000,27-3010,27-3011
broadcast announcers and radio disc jockeys,55.0,1.0,4.0,11.0,15.0,10.0,12.0,2.0,42.8,2015,27-0000,27-3000,27-3010,-
broadcast announcers and radio disc jockeys,55.0,1.0,4.0,11.0,15.0,10.0,12.0,2.0,42.8,2015,27-0000,27-3000,27-3010,27-3011
broadcast announcers and radio disc jockeys,60.0,0.0,9.0,19.0,15.0,8.0,7.0,2.0,38.2,2014,27-0000,27-3000,27-3010,-
broadcast announcers and radio disc jockeys,60.0,0.0,9.0,19.0,15.0,8.0,7.0,2.0,38.2,2014,27-0000,27-3000,27-3010,27-3011
broadcast announcers and radio disc jockeys,48.0,0.0,7.0,13.0,12.0,9.0,2.0,5.0,-,2013,27-0000,27-3000,27-3010,-
broadcast announcers and radio disc jockeys,48.0,0.0,7.0,13.0,12.0,9.0,2.0,5.0,-,2013,27-0000,27-3000,27-3010,27-3011
broadcast announcers and radio disc jockeys,50.0,0.0,5.0,9.0,14.0,13.0,5.0,5.0,44.1,2012,27-0000,27-3000,27-3010,-
broadcast announcers and radio disc jockeys,50.0,0.0,5.0,9.0,14.0,13.0,5.0,5.0,44.1,2012,27-0000,27-3000,27-3010,27-3011
broadcast announcers and radio disc jockeys,53.0,0.0,7.0,15.0,12.0,12.0,5.0,2.0,38.8,2011,27-0000,27-3000,27-3010,-
broadcast announcers and radio disc jockeys,53.0,0.0,7.0,15.0,12.0,12.0,5.0,2.0,38.8,2011,27-0000,27-3000,27-3010,27-3011
"news analysts, reporters, and journalists",79.0,0.0,11.0,28.0,15.0,8.0,9.0,8.0,34.9,2021,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",77.0,0.0,10.0,28.0,14.0,10.0,9.0,4.0,35.6,2020,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",93.0,0.0,10.0,32.0,15.0,18.0,14.0,4.0,38.2,2019,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",79.0,0.0,11.0,24.0,17.0,10.0,14.0,4.0,38.4,2018,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",84.0,1.0,19.0,23.0,17.0,10.0,8.0,6.0,34.1,2017,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",73.0,0.0,8.0,20.0,11.0,18.0,12.0,3.0,40.8,2016,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",68.0,0.0,2.0,20.0,14.0,16.0,9.0,6.0,44.1,2015,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",80.0,1.0,16.0,30.0,16.0,9.0,5.0,3.0,33.6,2014,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",88.0,0.0,10.0,28.0,15.0,10.0,18.0,8.0,41.5,2013,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",82.0,1.0,12.0,20.0,11.0,20.0,15.0,5.0,42.8,2012,27-0000,27-3000,27-3020,27-3023
"news analysts, reporters, and journalists",70.0,0.0,5.0,24.0,15.0,13.0,12.0,2.0,39.7,2011,27-0000,27-3000,27-3020,27-3023
public relations specialists,122.0,0.0,5.0,35.0,30.0,26.0,20.0,5.0,41.9,2021,27-0000,27-3000,27-3030,-
public relations specialists,122.0,0.0,5.0,35.0,30.0,26.0,20.0,5.0,41.9,2021,27-0000,27-3000,27-3030,27-3031
public relations specialists,145.0,1.0,11.0,45.0,33.0,29.0,19.0,8.0,40.5,2020,27-0000,27-3000,27-3030,-
public relations specialists,145.0,1.0,11.0,45.0,33.0,29.0,19.0,8.0,40.5,2020,27-0000,27-3000,27-3030,27-3031
public relations specialists,137.0,1.0,19.0,33.0,33.0,30.0,14.0,6.0,39.4,2019,27-0000,27-3000,27-3030,-
public relations specialists,137.0,1.0,19.0,33.0,33.0,30.0,14.0,6.0,39.4,2019,27-0000,27-3000,27-3030,27-3031
public relations specialists,140.0,2.0,16.0,42.0,29.0,28.0,17.0,6.0,38.6,2018,27-0000,27-3000,27-3030,-
public relations specialists,140.0,2.0,16.0,42.0,29.0,28.0,17.0,6.0,38.6,2018,27-0000,27-3000,27-3030,27-3031
public relations specialists,118.0,0.0,14.0,32.0,28.0,20.0,15.0,9.0,40.3,2017,27-0000,27-3000,27-3030,-
public relations specialists,118.0,0.0,14.0,32.0,28.0,20.0,15.0,9.0,40.3,2017,27-0000,27-3000,27-3030,27-3031
public relations specialists,121.0,1.0,13.0,32.0,34.0,21.0,17.0,2.0,38.9,2016,27-0000,27-3000,27-3030,-
public relations specialists,121.0,1.0,13.0,32.0,34.0,21.0,17.0,2.0,38.9,2016,27-0000,27-3000,27-3030,27-3031
public relations specialists,147.0,0.0,10.0,51.0,31.0,27.0,21.0,8.0,40.2,2015,27-0000,27-3000,27-3030,-
public relations specialists,147.0,0.0,10.0,51.0,31.0,27.0,21.0,8.0,40.2,2015,27-0000,27-3000,27-3030,27-3031
public relations specialists,136.0,0.0,12.0,48.0,31.0,23.0,16.0,5.0,38.3,2014,27-0000,27-3000,27-3030,-
public relations specialists,136.0,0.0,12.0,48.0,31.0,23.0,16.0,5.0,38.3,2014,27-0000,27-3000,27-3030,27-3031
public relations specialists,149.0,1.0,14.0,48.0,37.0,22.0,22.0,5.0,37.4,2013,27-0000,27-3000,27-3030,-
public relations specialists,149.0,1.0,14.0,48.0,37.0,22.0,22.0,5.0,37.4,2013,27-0000,27-3000,27-3030,27-3031
public relations specialists,155.0,0.0,11.0,46.0,39.0,25.0,27.0,8.0,41.1,2012,27-0000,27-3000,27-3030,-
public relations specialists,155.0,0.0,11.0,46.0,39.0,25.0,27.0,8.0,41.1,2012,27-0000,27-3000,27-3030,27-3031
public relations specialists,158.0,1.0,14.0,47.0,36.0,29.0,21.0,10.0,39.2,2011,27-0000,27-3000,27-3030,-
public relations specialists,158.0,1.0,14.0,47.0,36.0,29.0,21.0,10.0,39.2,2011,27-0000,27-3000,27-3030,27-3031
editors,105.0,2.0,5.0,30.0,14.0,17.0,23.0,13.0,45.4,2021,27-0000,27-3000,27-3040,27-3041
editors,99.0,1.0,1.0,24.0,23.0,21.0,21.0,7.0,46.7,2020,27-0000,27-3000,27-3040,27-3041
editors,147.0,1.0,13.0,29.0,31.0,33.0,29.0,10.0,45.3,2019,27-0000,27-3000,27-3040,27-3041
editors,160.0,2.0,10.0,46.0,34.0,31.0,27.0,10.0,41.4,2018,27-0000,27-3000,27-3040,27-3041
editors,174.0,2.0,9.0,51.0,36.0,40.0,27.0,10.0,41.6,2017,27-0000,27-3000,27-3040,27-3041
editors,167.0,1.0,15.0,42.0,35.0,38.0,28.0,7.0,42.2,2016,27-0000,27-3000,27-3040,27-3041
editors,160.0,2.0,9.0,36.0,47.0,26.0,27.0,13.0,42.4,2015,27-0000,27-3000,27-3040,27-3041
editors,163.0,2.0,15.0,40.0,35.0,34.0,26.0,11.0,41.2,2014,27-0000,27-3000,27-3040,27-3041
editors,150.0,3.0,24.0,34.0,30.0,30.0,22.0,7.0,40,2013,27-0000,27-3000,27-3040,27-3041
editors,159.0,2.0,21.0,41.0,30.0,30.0,23.0,11.0,40.4,2012,27-0000,27-3000,27-3040,27-3041
editors,166.0,1.0,16.0,49.0,31.0,31.0,27.0,11.0,41.4,2011,27-0000,27-3000,27-3040,27-3041
technical writers,71.0,0.0,5.0,13.0,13.0,15.0,20.0,5.0,49.5,2021,27-0000,27-3000,27-3040,27-3042
technical writers,65.0,0.0,4.0,13.0,12.0,14.0,19.0,3.0,46.3,2020,27-0000,27-3000,27-3040,27-3042
technical writers,61.0,0.0,2.0,16.0,10.0,14.0,13.0,7.0,45.7,2019,27-0000,27-3000,27-3040,27-3042
technical writers,69.0,0.0,1.0,10.0,12.0,15.0,19.0,12.0,51.3,2018,27-0000,27-3000,27-3040,27-3042
technical writers,76.0,0.0,2.0,11.0,19.0,23.0,15.0,6.0,46.8,2017,27-0000,27-3000,27-3040,27-3042
technical writers,61.0,0.0,2.0,11.0,12.0,13.0,16.0,7.0,48.7,2016,27-0000,27-3000,27-3040,27-3042
technical writers,68.0,0.0,2.0,11.0,16.0,17.0,16.0,5.0,46.1,2015,27-0000,27-3000,27-3040,27-3042
technical writers,61.0,0.0,3.0,14.0,10.0,17.0,15.0,1.0,45.7,2014,27-0000,27-3000,27-3040,27-3042
technical writers,70.0,0.0,2.0,13.0,18.0,20.0,14.0,3.0,46.1,2013,27-0000,27-3000,27-3040,27-3042
technical writers,58.0,0.0,1.0,8.0,17.0,18.0,10.0,3.0,44.8,2012,27-0000,27-3000,27-3040,27-3042
technical writers,60.0,0.0,1.0,8.0,13.0,21.0,12.0,5.0,48.5,2011,27-0000,27-3000,27-3040,27-3042
writers and authors,261.0,0.0,8.0,72.0,57.0,41.0,49.0,33.0,44.8,2021,27-0000,27-3000,27-3040,27-3043
writers and authors,242.0,2.0,16.0,50.0,56.0,43.0,45.0,30.0,44.6,2020,27-0000,27-3000,27-3040,27-3043
writers and authors,225.0,0.0,15.0,58.0,49.0,40.0,33.0,29.0,44,2019,27-0000,27-3000,27-3040,27-3043
writers and authors,227.0,1.0,12.0,50.0,42.0,47.0,43.0,33.0,47.7,2018,27-0000,27-3000,27-3040,27-3043
writers and authors,226.0,1.0,9.0,57.0,36.0,50.0,42.0,31.0,46.4,2017,27-0000,27-3000,27-3040,27-3043
writers and authors,229.0,2.0,15.0,48.0,45.0,58.0,29.0,32.0,45,2016,27-0000,27-3000,27-3040,27-3043
writers and authors,208.0,1.0,12.0,34.0,41.0,55.0,36.0,28.0,46.8,2015,27-0000,27-3000,27-3040,27-3043
writers and authors,221.0,1.0,17.0,49.0,42.0,45.0,44.0,24.0,45.3,2014,27-0000,27-3000,27-3040,27-3043
writers and authors,209.0,0.0,14.0,52.0,35.0,47.0,34.0,27.0,45.2,2013,27-0000,27-3000,27-3040,27-3043
writers and authors,208.0,1.0,13.0,48.0,27.0,49.0,42.0,28.0,47.3,2012,27-0000,27-3000,27-3040,27-3043
writers and authors,218.0,1.0,14.0,49.0,40.0,52.0,40.0,23.0,46.1,2011,27-0000,27-3000,27-3040,27-3043
"broadcast, sound, and lighting technicians",87.0,4.0,7.0,23.0,21.0,14.0,14.0,4.0,39.9,2021,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",77.0,1.0,4.0,27.0,20.0,15.0,8.0,2.0,39,2020,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",119.0,5.0,16.0,32.0,32.0,21.0,10.0,4.0,37.6,2019,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",120.0,8.0,17.0,25.0,24.0,26.0,12.0,8.0,40.4,2018,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",119.0,2.0,11.0,21.0,29.0,28.0,22.0,6.0,43.5,2017,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",111.0,3.0,9.0,34.0,30.0,18.0,15.0,2.0,39.1,2016,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",119.0,3.0,11.0,31.0,26.0,30.0,14.0,4.0,40.5,2015,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",108.0,2.0,16.0,29.0,21.0,26.0,11.0,3.0,39.6,2014,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",99.0,2.0,8.0,34.0,18.0,22.0,12.0,2.0,39,2013,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",108.0,2.0,14.0,32.0,23.0,22.0,12.0,3.0,37.5,2012,27-0000,27-4000,27-4010,-
"broadcast, sound, and lighting technicians",106.0,2.0,13.0,29.0,28.0,18.0,14.0,2.0,39.7,2011,27-0000,27-4000,27-4010,-
photographers,192.0,3.0,17.0,60.0,49.0,33.0,21.0,11.0,39.6,2021,27-0000,27-4000,27-4020,-
photographers,192.0,3.0,17.0,60.0,49.0,33.0,21.0,11.0,39.6,2021,27-0000,27-4000,27-4020,27-4021
photographers,186.0,2.0,13.0,50.0,55.0,36.0,23.0,8.0,41,2020,27-0000,27-4000,27-4020,-
photographers,186.0,2.0,13.0,50.0,55.0,36.0,23.0,8.0,41,2020,27-0000,27-4000,27-4020,27-4021
photographers,188.0,2.0,20.0,52.0,39.0,32.0,29.0,14.0,41.3,2019,27-0000,27-4000,27-4020,-
photographers,188.0,2.0,20.0,52.0,39.0,32.0,29.0,14.0,41.3,2019,27-0000,27-4000,27-4020,27-4021
photographers,208.0,1.0,21.0,70.0,36.0,37.0,26.0,17.0,40.1,2018,27-0000,27-4000,27-4020,-
photographers,208.0,1.0,21.0,70.0,36.0,37.0,26.0,17.0,40.1,2018,27-0000,27-4000,27-4020,27-4021
photographers,214.0,7.0,15.0,58.0,48.0,34.0,42.0,11.0,40.7,2017,27-0000,27-4000,27-4020,-
photographers,214.0,7.0,15.0,58.0,48.0,34.0,42.0,11.0,40.7,2017,27-0000,27-4000,27-4020,27-4021
photographers,205.0,8.0,17.0,44.0,51.0,36.0,35.0,13.0,41.8,2016,27-0000,27-4000,27-4020,-
photographers,205.0,8.0,17.0,44.0,51.0,36.0,35.0,13.0,41.8,2016,27-0000,27-4000,27-4020,27-4021
photographers,180.0,4.0,18.0,57.0,45.0,23.0,23.0,11.0,38,2015,27-0000,27-4000,27-4020,-
photographers,180.0,4.0,18.0,57.0,45.0,23.0,23.0,11.0,38,2015,27-0000,27-4000,27-4020,27-4021
photographers,174.0,3.0,11.0,64.0,42.0,25.0,18.0,11.0,38.9,2014,27-0000,27-4000,27-4020,-
photographers,174.0,3.0,11.0,64.0,42.0,25.0,18.0,11.0,38.9,2014,27-0000,27-4000,27-4020,27-4021
photographers,180.0,5.0,19.0,46.0,46.0,26.0,26.0,11.0,40.1,2013,27-0000,27-4000,27-4020,-
photographers,180.0,5.0,19.0,46.0,46.0,26.0,26.0,11.0,40.1,2013,27-0000,27-4000,27-4020,27-4021
photographers,178.0,4.0,19.0,49.0,44.0,30.0,20.0,12.0,39.2,2012,27-0000,27-4000,27-4020,-
photographers,178.0,4.0,19.0,49.0,44.0,30.0,20.0,12.0,39.2,2012,27-0000,27-4000,27-4020,27-4021
photographers,148.0,2.0,12.0,41.0,37.0,25.0,25.0,6.0,40.6,2011,27-0000,27-4000,27-4020,-
photographers,148.0,2.0,12.0,41.0,37.0,25.0,25.0,6.0,40.6,2011,27-0000,27-4000,27-4020,27-4021
"television, video, and film camera operators and editors",108.0,2.0,16.0,34.0,22.0,14.0,15.0,4.0,36.2,2021,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",100.0,2.0,9.0,32.0,23.0,14.0,15.0,5.0,39.8,2020,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",60.0,2.0,9.0,19.0,14.0,7.0,4.0,5.0,34.3,2019,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",82.0,0.0,13.0,22.0,17.0,15.0,10.0,6.0,38.9,2018,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",82.0,2.0,11.0,28.0,19.0,9.0,9.0,4.0,35.7,2017,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",54.0,2.0,6.0,20.0,15.0,4.0,4.0,3.0,35.2,2016,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",64.0,1.0,13.0,21.0,12.0,9.0,6.0,2.0,34.5,2015,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",72.0,3.0,7.0,22.0,18.0,10.0,11.0,1.0,37.9,2014,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",76.0,2.0,16.0,23.0,16.0,9.0,6.0,5.0,34.5,2013,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",57.0,1.0,5.0,16.0,18.0,12.0,3.0,2.0,39.6,2012,27-0000,27-4000,27-4030,-
"television, video, and film camera operators and editors",57.0,1.0,6.0,16.0,14.0,8.0,9.0,3.0,38.4,2011,27-0000,27-4000,27-4030,-
"media and communication equipment workers, all other",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-,2021,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-,2020,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2019,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,-,2018,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-,2017,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-,2016,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-,2015,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2014,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-,2013,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,2012,27-0000,27-4000,27-4090,27-4099
"media and communication equipment workers, all other",3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-,2011,27-0000,27-4000,27-4090,27-4099
healthcare practitioners and technical occupations,9639.0,52.0,522.0,2515.0,2365.0,2010.0,1573.0,602.0,42.7,2021,29-0000,-,-,-
healthcare practitioners and technical occupations,9559.0,57.0,493.0,2574.0,2387.0,1956.0,1544.0,547.0,42.4,2020,29-0000,-,-,-
healthcare practitioners and technical occupations,9684.0,48.0,532.0,2586.0,2373.0,1990.0,1576.0,579.0,42.3,2019,29-0000,-,-,-
healthcare practitioners and technical occupations,9420.0,33.0,519.0,2575.0,2215.0,1937.0,1565.0,576.0,42.4,2018,29-0000,-,-,-
healthcare practitioners and technical occupations,9141.0,38.0,526.0,2394.0,2084.0,1986.0,1591.0,523.0,42.7,2017,29-0000,-,-,-
healthcare practitioners and technical occupations,8960.0,36.0,487.0,2317.0,2097.0,1967.0,1578.0,475.0,42.9,2016,29-0000,-,-,-
healthcare practitioners and technical occupations,8766.0,33.0,487.0,2295.0,2064.0,1916.0,1546.0,425.0,42.9,2015,29-0000,-,-,-
healthcare practitioners and technical occupations,8493.0,29.0,435.0,2218.0,2044.0,1840.0,1490.0,438.0,43,2014,29-0000,-,-,-
healthcare practitioners and technical occupations,8182.0,22.0,408.0,2000.0,2010.0,1828.0,1512.0,403.0,43.7,2013,29-0000,-,-,-
healthcare practitioners and technical occupations,7977.0,31.0,358.0,1969.0,1968.0,1823.0,1487.0,341.0,43.6,2012,29-0000,-,-,-
healthcare practitioners and technical occupations,7740.0,29.0,395.0,1908.0,1877.0,1873.0,1341.0,318.0,43.3,2011,29-0000,-,-,-
chiropractors,59.0,0.0,0.0,14.0,9.0,16.0,13.0,8.0,49.4,2021,29-0000,29-1000,29-1010,-
chiropractors,59.0,0.0,0.0,14.0,9.0,16.0,13.0,8.0,49.4,2021,29-0000,29-1000,29-1010,29-1011
chiropractors,66.0,0.0,0.0,14.0,14.0,16.0,15.0,7.0,49.1,2020,29-0000,29-1000,29-1010,-
chiropractors,66.0,0.0,0.0,14.0,14.0,16.0,15.0,7.0,49.1,2020,29-0000,29-1000,29-1010,29-1011
chiropractors,61.0,0.0,1.0,11.0,17.0,15.0,14.0,4.0,45.2,2019,29-0000,29-1000,29-1010,-
chiropractors,61.0,0.0,1.0,11.0,17.0,15.0,14.0,4.0,45.2,2019,29-0000,29-1000,29-1010,29-1011
chiropractors,63.0,0.0,2.0,9.0,18.0,15.0,12.0,8.0,46.6,2018,29-0000,29-1000,29-1010,-
chiropractors,63.0,0.0,2.0,9.0,18.0,15.0,12.0,8.0,46.6,2018,29-0000,29-1000,29-1010,29-1011
chiropractors,51.0,0.0,0.0,7.0,10.0,12.0,15.0,7.0,51.5,2017,29-0000,29-1000,29-1010,-
chiropractors,51.0,0.0,0.0,7.0,10.0,12.0,15.0,7.0,51.5,2017,29-0000,29-1000,29-1010,29-1011
chiropractors,51.0,0.0,1.0,9.0,11.0,15.0,11.0,5.0,48.5,2016,29-0000,29-1000,29-1010,-
chiropractors,51.0,0.0,1.0,9.0,11.0,15.0,11.0,5.0,48.5,2016,29-0000,29-1000,29-1010,29-1011
chiropractors,75.0,0.0,2.0,10.0,18.0,24.0,14.0,7.0,49.1,2015,29-0000,29-1000,29-1010,-
chiropractors,75.0,0.0,2.0,10.0,18.0,24.0,14.0,7.0,49.1,2015,29-0000,29-1000,29-1010,29-1011
chiropractors,66.0,0.0,0.0,12.0,16.0,17.0,14.0,8.0,45.7,2014,29-0000,29-1000,29-1010,-
chiropractors,66.0,0.0,0.0,12.0,16.0,17.0,14.0,8.0,45.7,2014,29-0000,29-1000,29-1010,29-1011
chiropractors,58.0,0.0,0.0,10.0,19.0,15.0,7.0,6.0,44.4,2013,29-0000,29-1000,29-1010,-
chiropractors,58.0,0.0,0.0,10.0,19.0,15.0,7.0,6.0,44.4,2013,29-0000,29-1000,29-1010,29-1011
chiropractors,58.0,0.0,0.0,9.0,17.0,15.0,10.0,6.0,47.3,2012,29-0000,29-1000,29-1010,-
chiropractors,58.0,0.0,0.0,9.0,17.0,15.0,10.0,6.0,47.3,2012,29-0000,29-1000,29-1010,29-1011
chiropractors,56.0,0.0,0.0,9.0,13.0,18.0,10.0,4.0,48,2011,29-0000,29-1000,29-1010,-
chiropractors,56.0,0.0,0.0,9.0,13.0,18.0,10.0,4.0,48,2011,29-0000,29-1000,29-1010,29-1011
dentists,167.0,0.0,0.0,34.0,48.0,29.0,35.0,21.0,46.6,2021,29-0000,29-1000,29-1020,-
dentists,173.0,0.0,1.0,28.0,42.0,38.0,42.0,22.0,48.4,2020,29-0000,29-1000,29-1020,-
dentists,162.0,0.0,0.0,32.0,35.0,41.0,30.0,23.0,48.2,2019,29-0000,29-1000,29-1020,-
dentists,162.0,0.0,0.0,39.0,35.0,25.0,35.0,28.0,47.5,2018,29-0000,29-1000,29-1020,-
dentists,159.0,0.0,0.0,31.0,26.0,32.0,45.0,26.0,51,2017,29-0000,29-1000,29-1020,-
dentists,163.0,0.0,1.0,41.0,31.0,33.0,42.0,15.0,46.9,2016,29-0000,29-1000,29-1020,-
dentists,196.0,0.0,1.0,31.0,49.0,38.0,51.0,26.0,48.9,2015,29-0000,29-1000,29-1020,-
dentists,192.0,0.0,2.0,28.0,51.0,34.0,47.0,30.0,49,2014,29-0000,29-1000,29-1020,-
dentists,183.0,0.0,2.0,28.0,46.0,47.0,42.0,18.0,48.7,2013,29-0000,29-1000,29-1020,-
dentists,167.0,0.0,0.0,17.0,39.0,51.0,37.0,22.0,51.7,2012,29-0000,29-1000,29-1020,-
dentists,181.0,0.0,0.0,24.0,44.0,44.0,46.0,22.0,51,2011,29-0000,29-1000,29-1020,-
dietitians and nutritionists,117.0,0.0,4.0,30.0,30.0,19.0,28.0,6.0,43.9,2021,29-0000,29-1000,29-1030,-
dietitians and nutritionists,117.0,0.0,4.0,30.0,30.0,19.0,28.0,6.0,43.9,2021,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,106.0,0.0,6.0,31.0,18.0,22.0,19.0,9.0,43.8,2020,29-0000,29-1000,29-1030,-
dietitians and nutritionists,106.0,0.0,6.0,31.0,18.0,22.0,19.0,9.0,43.8,2020,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,128.0,3.0,4.0,33.0,20.0,34.0,23.0,11.0,45.3,2019,29-0000,29-1000,29-1030,-
dietitians and nutritionists,128.0,3.0,4.0,33.0,20.0,34.0,23.0,11.0,45.3,2019,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,104.0,1.0,2.0,23.0,19.0,27.0,24.0,8.0,48.2,2018,29-0000,29-1000,29-1030,-
dietitians and nutritionists,104.0,1.0,2.0,23.0,19.0,27.0,24.0,8.0,48.2,2018,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,114.0,0.0,5.0,30.0,21.0,26.0,24.0,9.0,44.3,2017,29-0000,29-1000,29-1030,-
dietitians and nutritionists,114.0,0.0,5.0,30.0,21.0,26.0,24.0,9.0,44.3,2017,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,120.0,0.0,8.0,34.0,29.0,22.0,20.0,7.0,41.1,2016,29-0000,29-1000,29-1030,-
dietitians and nutritionists,120.0,0.0,8.0,34.0,29.0,22.0,20.0,7.0,41.1,2016,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,108.0,0.0,8.0,26.0,18.0,23.0,27.0,6.0,45.3,2015,29-0000,29-1000,29-1030,-
dietitians and nutritionists,108.0,0.0,8.0,26.0,18.0,23.0,27.0,6.0,45.3,2015,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,123.0,1.0,9.0,34.0,20.0,27.0,25.0,6.0,43.3,2014,29-0000,29-1000,29-1030,-
dietitians and nutritionists,123.0,1.0,9.0,34.0,20.0,27.0,25.0,6.0,43.3,2014,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,110.0,0.0,7.0,23.0,25.0,25.0,22.0,8.0,45.5,2013,29-0000,29-1000,29-1030,-
dietitians and nutritionists,110.0,0.0,7.0,23.0,25.0,25.0,22.0,8.0,45.5,2013,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,116.0,2.0,4.0,24.0,22.0,26.0,32.0,6.0,47.4,2012,29-0000,29-1000,29-1030,-
dietitians and nutritionists,116.0,2.0,4.0,24.0,22.0,26.0,32.0,6.0,47.4,2012,29-0000,29-1000,29-1030,29-1031
dietitians and nutritionists,102.0,2.0,5.0,20.0,18.0,32.0,20.0,5.0,47.7,2011,29-0000,29-1000,29-1030,-
dietitians and nutritionists,102.0,2.0,5.0,20.0,18.0,32.0,20.0,5.0,47.7,2011,29-0000,29-1000,29-1030,29-1031
optometrists,37.0,0.0,0.0,7.0,12.0,7.0,11.0,1.0,-,2021,29-0000,29-1000,29-1040,-
optometrists,37.0,0.0,0.0,7.0,12.0,7.0,11.0,1.0,-,2021,29-0000,29-1000,29-1040,29-1041
optometrists,42.0,0.0,0.0,12.0,13.0,8.0,5.0,5.0,-,2020,29-0000,29-1000,29-1040,-
optometrists,42.0,0.0,0.0,12.0,13.0,8.0,5.0,5.0,-,2020,29-0000,29-1000,29-1040,29-1041
optometrists,43.0,0.0,1.0,16.0,10.0,8.0,4.0,5.0,-,2019,29-0000,29-1000,29-1040,-
optometrists,43.0,0.0,1.0,16.0,10.0,8.0,4.0,5.0,-,2019,29-0000,29-1000,29-1040,29-1041
optometrists,54.0,0.0,0.0,9.0,8.0,19.0,9.0,9.0,51.4,2018,29-0000,29-1000,29-1040,-
optometrists,54.0,0.0,0.0,9.0,8.0,19.0,9.0,9.0,51.4,2018,29-0000,29-1000,29-1040,29-1041
optometrists,51.0,0.0,0.0,9.0,7.0,23.0,8.0,5.0,49.9,2017,29-0000,29-1000,29-1040,-
optometrists,51.0,0.0,0.0,9.0,7.0,23.0,8.0,5.0,49.9,2017,29-0000,29-1000,29-1040,29-1041
optometrists,36.0,0.0,1.0,12.0,6.0,11.0,4.0,3.0,-,2016,29-0000,29-1000,29-1040,-
